world_rank,university_name,national_rank,total_score,alumni,award,hici,ns,pub,pcp,year
301-400,Hanyang University,6-8,0.0,0.0,0.0,0.0,6.9,40.5,21.6,2015
301-400,Indian Institute of Science,1,0.0,0.0,0.0,7.2,2.7,36.8,18.6,2015
301-400,Jagiellonian University,1-2,0.0,10.3,0.0,3.6,5.9,33.6,17.1,2015
301-400,James Cook University,12-19,0.0,0.0,0.0,10.1,15.4,27.4,23.9,2015
301-400,Keio University,10-12,0.0,0.0,0.0,10.1,12.2,32.5,13.4,2015
301-400,King Abdullah University of Science and Technology,3,0.0,0.0,0.0,20.3,9.5,22.4,15.5,2015
301-400,Kobe University,10-12,0.0,14.5,0.0,5.1,11.5,30.8,15.1,2015
301-400,Kyung Hee University,6-8,0.0,0.0,0.0,5.0,4.4,38.9,18.0,2015
301-400,Lancaster University,29-33,0.0,0.0,0.0,13.9,7.4,30.1,19.2,2015
301-400,Lanzhou University,14-27,0.0,0.0,0.0,7.1,2.9,38.9,18.9,2015
301-400,Linkoping University,8-10,0.0,0.0,0.0,10.7,9.3,34.0,17.5,2015
301-400,London School of Hygiene & Tropical Medicine,29-33,0.0,7.3,0.0,7.1,7.0,32.4,21.6,2015
301-400,Nankai University,14-27,0.0,0.0,0.0,5.0,5.6,36.9,14.2,2015
301-400,National and Kapodistrian University of Athens,1,0.0,0.0,0.0,10.6,4.4,38.9,19.7,2015
301-400,National Cheng Kung University,3-5,0.0,0.0,0.0,10.1,4.9,40.7,17.2,2015
301-400,National Chiao Tung University,3-5,0.0,0.0,0.0,8.6,8.8,32.1,19.3,2015
301-400,Paris Dauphine University (Paris 9),16-18,0.0,20.5,26.6,3.6,0.0,12.7,24.2,2015
301-400,Pohang University of Science and Technology,6-8,0.0,0.0,0.0,7.1,9.1,29.9,31.9,2015
301-400,Polytechnic University of Valencia,6-8,0.0,0.0,0.0,10.4,8.9,32.4,14.7,2015
301-400,Queen's University Belfast,29-33,0.0,17.8,0.0,0.0,10.1,31.4,17.6,2015
301-400,Rensselaer Polytechnic Institute,103-125,0.0,12.6,0.0,13.9,12.0,22.1,23.5,2015
301-400,Saint Petersburg State University,2,0.0,26.7,0.0,0.0,6.7,29.7,17.4,2015
301-400,San Diego State University,103-125,0.0,0.0,0.0,14.3,10.1,24.2,16.2,2015
301-400,Scuola Normale Superiore - Pisa,9-10,0.0,0.0,0.0,7.2,6.1,17.2,57.2,2015
301-400,Shandong University,14-27,0.0,0.0,0.0,0.0,3.4,53.1,15.3,2015
301-400,Sichuan University,14-27,0.0,0.0,0.0,0.0,4.3,54.2,15.2,2015
301-400,South China University of Technology,14-27,0.0,0.0,0.0,7.1,5.1,40.7,15.5,2015
301-400,Southeast University,14-27,0.0,0.0,0.0,8.7,5.6,43.6,16.2,2015
301-400,Swinburne University of Technology,12-19,0.0,0.0,0.0,11.3,10.7,22.3,22.6,2015
301-400,Technical University of Berlin,22-28,0.0,16.2,0.0,7.8,7.4,29.1,16.5,2015
301-400,Temple University,103-125,0.0,0.0,0.0,13.3,7.0,34.3,12.6,2015
301-400,The Hong Kong Polytechnic University,5,0.0,0.0,0.0,11.3,4.9,38.7,18.9,2015
301-400,"The University of Newcastle, Australia",12-19,0.0,0.0,0.0,11.1,5.6,33.0,22.4,2015
301-400,The University of Reading,29-33,0.0,0.0,0.0,14.3,8.4,26.7,18.5,2015
301-400,The University of Texas at Dallas,103-125,0.0,0.0,0.0,10.1,11.8,27.6,21.9,2015
301-400,The University of Texas Health Science Center at San Antonio,103-125,0.0,0.0,0.0,20.1,8.5,26.5,15.4,2015
301-400,Thomas Jefferson University,103-125,0.0,0.0,0.0,8.9,7.2,26.7,27.1,2015
301-400,Tianjin University,14-27,0.0,0.0,0.0,0.0,1.5,46.8,17.8,2015
301-400,Tongji University,14-27,0.0,0.0,0.0,0.0,8.4,46.3,15.7,2015
301-400,Tulane University,103-125,0.0,0.0,0.0,12.2,8.7,26.1,15.0,2015
301-400,Umea University,8-10,0.0,0.0,0.0,12.2,10.4,33.7,16.8,2015
301-400,UNESP,2-4,0.0,0.0,0.0,0.0,6.6,44.5,21.8,2015
301-400,University at Albany (State University of New York),103-125,0.0,0.0,0.0,13.1,8.7,25.6,18.4,2015
301-400,University College Dublin,2,0.0,0.0,0.0,10.7,9.7,34.1,18.0,2015
301-400,University of Antwerp,7,0.0,0.0,0.0,5.1,10.7,35.8,26.8,2015
301-400,University of Belgrade,1,0.0,0.0,0.0,0.0,2.5,43.3,21.0,2015
301-400,University of Bochum,22-28,0.0,0.0,0.0,13.3,7.4,34.9,18.5,2015
301-400,University of Campinas,2-4,0.0,0.0,0.0,3.6,2.9,41.2,20.2,2015
301-400,University of Central Florida,103-125,0.0,0.0,0.0,13.6,10.4,28.6,16.6,2015
301-400,University of Chile,1,0.0,7.3,0.0,0.0,11.1,33.0,17.1,2015
301-400,University of Colorado at Denver,103-125,0.0,0.0,0.0,15.9,10.8,32.3,12.3,2015
301-400,University of Connecticut,103-125,0.0,11.5,0.0,8.0,8.6,35.0,13.4,2015
301-400,University of Duesseldorf,22-28,0.0,11.5,0.0,6.1,9.6,31.5,17.0,2015
301-400,University of Duisburg-Essen,22-28,0.0,0.0,0.0,8.6,9.7,30.6,16.1,2015
301-400,University of Giessen,22-28,0.0,0.0,0.0,12.3,9.9,30.8,17.0,2015
301-400,University of Granada,6-8,0.0,0.0,0.0,7.1,7.6,39.7,13.3,2015
301-400,University of Malaya,1,0.0,0.0,0.0,5.0,0.0,43.9,21.6,2015
301-400,University of Manitoba,17-18,0.0,0.0,0.0,8.1,8.0,34.5,15.7,2015
301-400,University of Missouri - Columbia,103-125,0.0,8.9,0.0,3.6,12.5,38.1,13.7,2015
301-400,University of Montana - Missoula,103-125,0.0,5.1,0.0,15.9,13.9,17.5,17.8,2015
301-400,University of Naples Federico II,9-10,0.0,0.0,0.0,3.6,4.2,42.0,16.6,2015
301-400,University of New Hampshire - Durham,103-125,0.0,0.0,0.0,14.3,10.3,22.0,15.8,2015
301-400,University of Oregon,103-125,0.0,8.9,0.0,10.1,14.8,27.3,18.3,2015
301-400,University of Oulu,2-3,0.0,11.5,0.0,8.6,7.0,28.5,15.4,2015
301-400,University of Porto,2,0.0,0.0,0.0,0.0,10.7,42.2,21.1,2015
301-400,University of Saskatchewan,17-18,0.0,8.9,0.0,7.9,7.6,32.3,15.6,2015
301-400,University of St Andrews,29-33,0.0,10.3,0.0,3.8,17.5,29.3,20.8,2015
301-400,University of Tasmania,12-19,0.0,0.0,0.0,10.1,15.1,28.9,22.9,2015
301-400,"University of Technology, Sydney",12-19,0.0,0.0,0.0,14.3,3.9,28.5,19.1,2015
301-400,University of Turku,2-3,0.0,0.0,0.0,6.3,8.2,33.0,17.1,2015
301-400,University of Twente,11-12,0.0,0.0,0.0,5.1,8.3,31.4,20.1,2015
301-400,University of Ulm,22-28,0.0,0.0,0.0,12.3,12.6,30.9,17.4,2015
301-400,University of Valencia,6-8,0.0,0.0,0.0,8.6,7.6,41.1,14.3,2015
301-400,University of Vermont,103-125,0.0,13.6,0.0,12.2,11.4,26.6,14.8,2015
301-400,University of Warsaw,1-2,0.0,15.4,0.0,0.0,8.8,29.9,16.0,2015
301-400,University of Wyoming,103-125,0.0,0.0,0.0,8.6,14.4,23.3,16.9,2015
301-400,Washington State University,103-125,0.0,0.0,0.0,17.3,8.5,31.0,16.6,2015
301-400,Wayne State University,103-125,0.0,0.0,0.0,3.6,9.3,38.1,14.2,2015
301-400,Wuhan University,14-27,0.0,0.0,0.0,0.0,2.5,45.6,13.0,2015
301-400,Xiamen University,14-27,0.0,0.0,0.0,5.5,9.2,39.4,14.7,2015
401-500,Aalto University,4-6,0.0,0.0,0.0,0.0,10.4,33.4,17.0,2015
401-500,Aristotle University of Thessaloniki,2,0.0,0.0,0.0,4.9,1.5,34.0,16.8,2015
401-500,Auburn University,126-146,0.0,0.0,0.0,8.6,6.3,28.2,13.3,2015
401-500,Bar-Ilan University,5-6,0.0,0.0,0.0,7.2,6.9,27.7,14.7,2015
401-500,Ben-Gurion University of the Negev,5-6,0.0,0.0,0.0,3.6,5.6,32.9,16.4,2015
401-500,Bielefeld University,29-39,0.0,0.0,0.0,11.8,8.6,24.8,14.0,2015
401-500,Boston College,126-146,0.0,0.0,0.0,8.6,14.1,22.3,15.0,2015
401-500,Brunel University,34-37,0.0,0.0,0.0,12.2,3.6,23.7,15.5,2015
401-500,Cairo University,1,0.0,19.2,0.0,0.0,3.9,31.0,16.5,2015
401-500,Capital Medical University,28-32,0.0,0.0,0.0,0.0,0.0,36.0,32.2,2015
401-500,Carleton University,19-20,0.0,0.0,0.0,12.2,5.5,26.8,16.0,2015
401-500,Catholic University of Chile,2,0.0,0.0,0.0,3.6,8.0,30.8,15.6,2015
401-500,Catholic University of Korea,9-12,0.0,0.0,0.0,0.0,1.5,29.8,34.8,2015
401-500,Catholic University of the Sacred Heart,11-20,0.0,0.0,0.0,3.6,7.0,29.8,18.1,2015
401-500,Chang Gung University,6-7,0.0,0.0,0.0,3.6,2.7,34.6,21.7,2015
401-500,Clemson University,126-146,0.0,0.0,0.0,6.3,7.8,26.3,14.4,2015
401-500,East China University of Science and Technology,28-32,0.0,0.0,0.0,5.0,4.6,34.4,15.8,2015
401-500,Eotvos Lorand University,1-2,0.0,13.6,0.0,10.1,7.0,23.5,13.7,2015
401-500,Ewha Womans University,9-12,0.0,0.0,0.0,5.0,8.6,27.7,15.9,2015
401-500,Federal University of Minas Gerais,5-6,0.0,0.0,0.0,3.6,4.4,37.0,18.3,2015
401-500,Federal University of Rio Grande do Sul,5-6,0.0,0.0,0.0,0.0,5.0,38.8,19.0,2015
401-500,Florida International University,126-146,0.0,0.0,0.0,5.0,6.2,28.3,15.8,2015
401-500,Hiroshima University,13-18,0.0,0.0,0.0,4.8,11.0,31.1,14.0,2015
401-500,Istanbul University,1,0.0,13.6,0.0,0.0,3.4,34.1,17.2,2015
401-500,Kanazawa University,13-18,0.0,0.0,0.0,5.1,10.0,24.6,14.2,2015
401-500,Kansas State University,126-146,0.0,0.0,0.0,7.1,10.5,27.9,13.9,2015
401-500,King Fahd University of Petroleum & Minerals,4,0.0,0.0,0.0,21.1,4.6,19.9,17.1,2015
401-500,Kyungpook National University,9-12,0.0,0.0,0.0,0.0,3.3,35.0,17.0,2015
401-500,Medical University of Graz,4-6,0.0,0.0,9.4,3.6,4.4,23.4,21.4,2015
401-500,Medical University of South Carolina,126-146,0.0,0.0,0.0,7.2,3.3,29.7,19.7,2015
401-500,MINES ParisTech,19-22,0.0,13.6,24.9,0.0,3.6,7.8,13.6,2015
401-500,Nanjing Medical University,28-32,0.0,0.0,0.0,0.0,3.9,34.9,29.7,2015
401-500,Nara Institute of Science and Technology,13-18,0.0,0.0,0.0,13.3,13.5,13.9,11.4,2015
401-500,National Sun Yat-Sen University,6-7,0.0,0.0,0.0,12.3,2.3,26.5,19.6,2015
401-500,Okayama University,13-18,0.0,0.0,0.0,3.6,9.0,28.3,11.7,2015
401-500,Oklahoma State University,126-146,0.0,0.0,0.0,8.6,4.6,27.6,13.6,2015
401-500,Peking Union Medical College,28-32,0.0,0.0,0.0,0.0,10.8,33.6,17.1,2015
401-500,Polytechnic University of Catalonia,9-13,0.0,0.0,0.0,5.0,9.3,27.9,14.0,2015
401-500,Pusan National University,9-12,0.0,0.0,0.0,0.0,4.3,35.7,16.1,2015
401-500,Queensland University of Technology,20,0.0,0.0,0.0,0.0,3.3,34.6,18.5,2015
401-500,Rush University,126-146,0.0,0.0,0.0,10.7,6.7,24.9,16.6,2015
401-500,Saint Louis University,126-146,0.0,0.0,11.5,5.1,5.0,24.2,11.8,2015
401-500,Sharif University of Technology,2,0.0,15.4,0.0,3.6,0.0,29.1,15.3,2015
401-500,Soochow University,28-32,0.0,0.0,0.0,0.0,4.0,41.3,15.3,2015
401-500,State University of New York Health Science Center at Brooklyn,126-146,0.0,0.0,15.4,5.1,6.7,15.3,17.3,2015
401-500,Stellenbosch University,3-4,0.0,0.0,0.0,5.0,5.3,31.2,15.7,2015
401-500,Stockholm School of Economics,11,0.0,0.0,16.3,0.0,0.0,10.2,39.4,2015
401-500,Syracuse University,126-146,0.0,0.0,0.0,8.1,8.0,25.2,13.4,2015
401-500,Technical University Darmstadt,29-39,0.0,14.5,0.0,3.6,7.6,27.8,15.0,2015
401-500,Technical University of Braunschweig,29-39,0.0,12.6,0.0,3.6,8.6,22.3,12.6,2015
401-500,Texas Tech University,126-146,0.0,0.0,0.0,5.1,3.3,31.6,15.1,2015
401-500,The University of Texas Medical Branch at Galveston,126-146,0.0,0.0,0.0,13.9,5.5,21.3,13.8,2015
401-500,The University of Tokushima,13-18,0.0,13.6,0.0,5.1,8.0,19.7,14.7,2015
401-500,Tokyo Medical and Dental University,13-18,0.0,0.0,0.0,3.6,9.2,23.9,23.2,2015
401-500,University College Cork,3,0.0,0.0,0.0,13.1,7.5,25.3,14.4,2015
401-500,University of Alaska - Fairbanks,126-146,0.0,0.0,0.0,12.2,11.7,19.3,15.7,2015
401-500,University of Arkansas at Fayetteville,126-146,0.0,0.0,0.0,12.2,6.1,24.4,14.1,2015
401-500,University of Arkansas at Little Rock,126-146,0.0,0.0,0.0,10.7,2.1,24.4,19.9,2015
401-500,University of Auvergne,19-22,0.0,0.0,0.0,7.1,10.5,25.0,16.1,2015
401-500,University of Bath,34-37,0.0,0.0,0.0,5.1,11.7,27.9,19.1,2015
401-500,University of Bayreuth,29-39,0.0,0.0,0.0,8.6,13.3,21.5,13.0,2015
401-500,University of Bremen,29-39,0.0,0.0,0.0,0.0,14.1,29.1,15.7,2015
401-500,University of Coimbra,3,0.0,0.0,0.0,0.0,7.2,32.9,16.3,2015
401-500,University of Eastern Finland,4-6,0.0,0.0,0.0,10.7,5.7,28.8,15.3,2015
401-500,University of Essex,34-37,0.0,19.2,0.0,8.6,1.5,20.7,19.9,2015
401-500,University of Ferrara,11-20,0.0,0.0,0.0,10.1,5.9,24.9,21.4,2015
401-500,University of Genoa,11-20,0.0,0.0,0.0,7.2,4.2,31.7,17.5,2015
401-500,University of Graz,4-6,0.0,7.3,9.4,0.0,6.2,19.9,17.0,2015
401-500,University of Halle-Wittenberg,29-39,0.0,0.0,6.7,3.6,9.4,25.9,14.0,2015
401-500,University of Hannover,29-39,0.0,0.0,0.0,8.6,10.6,24.8,13.8,2015
401-500,University of Jena,29-39,0.0,0.0,0.0,0.0,9.3,34.0,17.1,2015
401-500,University of Jyvaskyla,4-6,0.0,0.0,0.0,3.6,10.3,26.7,14.1,2015
401-500,University of Konstanz,29-39,0.0,0.0,0.0,12.1,11.4,22.2,13.5,2015
401-500,University of KwaZulu-Natal,3-4,0.0,0.0,0.0,3.6,8.4,32.8,16.6,2015
401-500,University of Ljubljana,1,0.0,0.0,0.0,0.0,7.7,35.1,14.2,2015
401-500,"University of Maryland, Baltimore County",126-146,0.0,0.0,0.0,17.4,6.5,17.8,17.3,2015
401-500,University of Milan - Bicocca,11-20,0.0,0.0,0.0,5.0,5.6,30.9,21.4,2015
401-500,University of Nice Sophia Antipolis,19-22,0.0,0.0,0.0,3.6,16.3,26.2,12.7,2015
401-500,University of Oklahoma - Norman,126-146,0.0,0.0,0.0,5.1,10.0,28.0,14.0,2015
401-500,University of Palermo,11-20,0.0,0.0,0.0,6.3,6.6,28.2,14.8,2015
401-500,University of Parma,11-20,0.0,0.0,0.0,13.6,2.1,26.7,19.6,2015
401-500,University of Pavia,11-20,0.0,0.0,0.0,5.0,5.7,30.7,19.7,2015
401-500,University of Perugia,11-20,0.0,0.0,0.0,3.6,7.5,29.3,18.5,2015
401-500,University of Quebec,19-20,0.0,0.0,0.0,0.0,9.8,33.3,16.8,2015
401-500,University of Regensburg,29-39,0.0,0.0,0.0,3.6,13.9,27.7,15.2,2015
401-500,University of Rennes 1,19-22,0.0,0.0,0.0,3.6,9.2,28.1,11.2,2015
401-500,University of Rhode Island,126-146,0.0,0.0,0.0,15.2,6.1,21.1,16.0,2015
401-500,University of Roma - Tor Vergata,11-20,0.0,0.0,0.0,0.0,8.8,33.7,19.2,2015
401-500,University of Rostock,29-39,0.0,0.0,0.0,8.6,8.4,25.0,13.5,2015
401-500,University of Santiago Compostela,9-13,0.0,0.0,0.0,7.1,6.1,31.1,13.2,2015
401-500,"University of Science, Malaysia",2,0.0,0.0,0.0,7.1,3.3,30.6,15.7,2015
401-500,University of Seville,9-13,0.0,0.0,0.0,0.0,7.5,33.7,11.3,2015
401-500,University of Surrey,34-37,0.0,0.0,0.0,8.6,4.9,27.0,18.0,2015
401-500,University of Szeged,1-2,0.0,0.0,13.3,3.6,3.4,21.8,12.8,2015
401-500,University of the Basque Country,9-13,0.0,0.0,0.0,3.6,7.1,36.1,13.5,2015
401-500,University of Trieste,11-20,0.0,0.0,0.0,5.0,10.9,25.1,20.1,2015
401-500,University of Zaragoza,9-13,0.0,0.0,0.0,7.6,5.1,33.3,13.1,2015
401-500,Utah State University,126-146,0.0,13.6,0.0,3.6,10.8,25.1,15.5,2015
401-500,Vienna University of Technology,4-6,0.0,0.0,0.0,0.0,12.2,28.8,22.9,2015
401-500,Wake Forest University,126-146,0.0,0.0,0.0,14.9,7.5,25.0,11.9,2015
